degree,gamma,k_fold,lambda,precision,seed,avg_mse_te,avg_mse_tr
2,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,0.49999563565371563,0.49999573957871213
2,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,0.49999563565366745,0.49999573957866356
2,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,0.49999563565349414,0.49999573957848914
2,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,0.4999956356528711,0.49999573957786225
2,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,0.4999956356506319,0.4999957395756093
2,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,0.49999563564258476,0.49999573956751275
2,5.62341325190349e-07,5,1e-05,0.001,0,0.49999563561366456,0.49999573953841525
2,1e-05,5,1e-10,0.001,0,0.49992254074534453,0.49992435008743175
2,1e-05,5,3.593813663804626e-10,0.001,0,0.49992254074532605,0.49992435008741326
2,1e-05,5,1.2915496650148826e-09,0.001,0,0.49992254074525977,0.4999243500873465
2,1e-05,5,4.641588833612773e-09,0.001,0,0.49992254074502146,0.4999243500871067
2,1e-05,5,1.6681005372000592e-08,0.001,0,0.49992254074416487,0.49992435008624464
2,1e-05,5,5.99484250318941e-08,0.001,0,0.49992254074108666,0.499924350083147
2,1e-05,5,2.1544346900318867e-07,0.001,0,0.4999225407300242,0.4999243500720146
2,1e-05,5,7.742636826811278e-07,0.001,0,0.4999225406902675,0.49992435003200675
2,1e-05,5,2.782559402207126e-06,0.001,0,0.49992254054738955,0.4999243498882262
2,1e-05,5,1e-05,0.001,0,0.49992254003391273,0.49992434937150554
3,1e-10,5,1e-10,0.001,0,0.4999999996899533,0.4999999992392018
3,1e-10,5,3.593813663804626e-10,0.001,0,0.4999999996899533,0.4999999992392018
3,1e-10,5,1.2915496650148826e-09,0.001,0,0.4999999996899533,0.4999999992392018
3,1e-10,5,4.641588833612773e-09,0.001,0,0.4999999996899533,0.4999999992392018
3,1e-10,5,1.6681005372000592e-08,0.001,0,0.4999999996899533,0.4999999992392018
3,1e-10,5,5.99484250318941e-08,0.001,0,0.49999999968995323,0.4999999992392018
3,1e-10,5,2.1544346900318867e-07,0.001,0,0.4999999996899532,0.4999999992392017
3,1e-10,5,7.742636826811278e-07,0.001,0,0.499999999689953,0.4999999992392016
3,1e-10,5,2.782559402207126e-06,0.001,0,0.4999999996899521,0.49999999923920074
3,1e-10,5,1e-05,0.001,0,0.4999999996899494,0.49999999923919813
3,1.7782794100389228e-09,5,1e-10,0.001,0,0.4999999944900837,0.4999999864722302
3,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,0.4999999944900837,0.4999999864722302
3,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,0.4999999944900837,0.4999999864722302
3,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,0.4999999944900837,0.4999999864722302
3,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,0.49999999449008364,0.49999998647223015
3,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,0.49999999449008325,0.4999999864722298
3,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,0.49999999449008214,0.49999998647222876
3,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,0.49999999449007826,0.4999999864722251
3,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,0.4999999944900643,0.4999999864722118
3,1.7782794100389228e-09,5,1e-05,0.001,0,0.499999994490014,0.49999998647216404
3,3.162277660168379e-08,5,1e-10,0.001,0,0.49999990315051407,0.4999997598647181
3,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,0.4999999031505141,0.4999997598647181
3,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,0.49999990315051396,0.499999759864718
3,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,0.49999990315051357,0.4999997598647176
3,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,0.499999903150512,0.49999975986471623
3,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,0.49999990315050663,0.4999997598647111
3,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,0.49999990315048737,0.49999975986469286
3,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,0.4999999031504182,0.49999975986462714
3,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,0.4999999031501693,0.49999975986439094
3,3.162277660168379e-08,5,1e-05,0.001,0,0.4999999031492751,0.4999997598635423
3,5.62341325190349e-07,5,1e-10,0.001,0,0.499998635784808,0.4999958645195144
3,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,0.4999986357848075,0.4999958645195139
3,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,0.4999986357848055,0.49999586451951195
3,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,0.4999986357847981,0.499995864519505
3,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,0.49999863578477205,0.4999958645194801
3,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,0.499998635784678,0.49999586451939027
3,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,0.49999863578434034,0.4999958645190677
3,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,0.49999863578312664,0.49999586451790823
3,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,0.4999986357787646,0.4999958645137417
3,5.62341325190349e-07,5,1e-05,0.001,0,0.49999863576308856,0.49999586449876754
3,1e-05,5,1e-10,0.001,0,0.5000889594166108,0.4999690844848098
3,1e-05,5,3.593813663804626e-10,0.001,0,0.5000889594166034,0.4999690844848016
3,1e-05,5,1.2915496650148826e-09,0.001,0,0.5000889594165766,0.499969084484772
3,1e-05,5,4.641588833612773e-09,0.001,0,0.5000889594164805,0.4999690844846658
3,1e-05,5,1.6681005372000592e-08,0.001,0,0.5000889594161351,0.49996908448428395
3,1e-05,5,5.99484250318941e-08,0.001,0,0.5000889594148938,0.4999690844829119
3,1e-05,5,2.1544346900318867e-07,0.001,0,0.5000889594104331,0.49996908447798094
3,1e-05,5,7.742636826811278e-07,0.001,0,0.5000889593944016,0.4999690844602598
3,1e-05,5,2.782559402207126e-06,0.001,0,0.5000889593367875,0.4999690843965733
3,1e-05,5,1e-05,0.001,0,0.5000889591297335,0.49996908416769603
4,1e-10,5,1e-10,0.001,0,0.5000000457580269,0.5000000158619126
4,1e-10,5,3.593813663804626e-10,0.001,0,0.5000000457580269,0.5000000158619126
4,1e-10,5,1.2915496650148826e-09,0.001,0,0.5000000457580269,0.5000000158619126
4,1e-10,5,4.641588833612773e-09,0.001,0,0.5000000457580269,0.5000000158619126
4,1e-10,5,1.6681005372000592e-08,0.001,0,0.5000000457580267,0.5000000158619125
4,1e-10,5,5.99484250318941e-08,0.001,0,0.5000000457580265,0.5000000158619122
4,1e-10,5,2.1544346900318867e-07,0.001,0,0.5000000457580256,0.5000000158619113
4,1e-10,5,7.742636826811278e-07,0.001,0,0.5000000457580224,0.5000000158619081
4,1e-10,5,2.782559402207126e-06,0.001,0,0.5000000457580107,0.5000000158618965
4,1e-10,5,1e-05,0.001,0,0.5000000457579689,0.5000000158618547
4,1.7782794100389228e-09,5,1e-10,0.001,0,0.5000008183369996,0.5000002832032194
4,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,0.5000008183369996,0.5000002832032193
4,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,0.5000008183369995,0.5000002832032193
4,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,0.5000008183369992,0.5000002832032189
4,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,0.5000008183369979,0.5000002832032177
4,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,0.5000008183369935,0.5000002832032132
4,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,0.5000008183369775,0.5000002832031972
4,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,0.5000008183369199,0.5000002832031398
4,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,0.5000008183367128,0.5000002832029334
4,1.7782794100389228e-09,5,1e-05,0.001,0,0.5000008183359689,0.5000002832021917
4,3.162277660168379e-08,5,1e-10,0.001,0,0.5000160169048762,0.5000053947763865
4,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,0.5000160169048757,0.5000053947763861
4,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,0.5000160169048741,0.5000053947763844
4,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,0.500016016904868,0.5000053947763783
4,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,0.5000160169048463,0.5000053947763565
4,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,0.5000160169047682,0.5000053947762779
4,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,0.5000160169044876,0.5000053947759956
4,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,0.5000160169034791,0.5000053947749811
4,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,0.5000160168998549,0.5000053947713349
4,3.162277660168379e-08,5,1e-05,0.001,0,0.5000160168868302,0.5000053947582312
4,5.62341325190349e-07,5,1e-10,0.001,0,0.5007479676117884,0.5002093433693576
4,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,0.5007479676117823,0.5002093433693502
4,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,0.5007479676117608,0.5002093433693237
4,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,0.5007479676116833,0.5002093433692283
4,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,0.5007479676114047,0.5002093433688851
4,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,0.5007479676104036,0.5002093433676522
4,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,0.5007479676068058,0.5002093433632213
4,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,0.5007479675938764,0.5002093433472975
4,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,0.50074796754741,0.5002093432900704
4,5.62341325190349e-07,5,1e-05,0.001,0,0.5007479673804184,0.5002093430844068
4,1e-05,5,1e-10,0.001,0,0.6586168050670742,0.5406888810927314
4,1e-05,5,3.593813663804626e-10,0.001,0,0.6586168050682096,0.5406888810931529
4,1e-05,5,1.2915496650148826e-09,0.001,0,0.6586168050722903,0.5406888810946677
4,1e-05,5,4.641588833612773e-09,0.001,0,0.6586168050869555,0.5406888811001116
4,1e-05,5,1.6681005372000592e-08,0.001,0,0.6586168051396597,0.5406888811196755
4,1e-05,5,5.99484250318941e-08,0.001,0,0.6586168053290689,0.5406888811899849
4,1e-05,5,2.1544346900318867e-07,0.001,0,0.6586168060097701,0.5406888814426637
4,1e-05,5,7.742636826811278e-07,0.001,0,0.6586168084560833,0.5406888823507444
4,1e-05,5,2.782559402207126e-06,0.001,0,0.6586168172476774,0.5406888856142179
4,1e-05,5,1e-05,0.001,0,0.658616848843037,0.5406888973425413
5,1e-10,5,1e-10,0.001,0,0.5000028494475591,0.5000009359137071
5,1e-10,5,3.593813663804626e-10,0.001,0,0.5000028494475591,0.5000009359137072
5,1e-10,5,1.2915496650148826e-09,0.001,0,0.500002849447559,0.5000009359137072
5,1e-10,5,4.641588833612773e-09,0.001,0,0.5000028494475591,0.5000009359137072
5,1e-10,5,1.6681005372000592e-08,0.001,0,0.5000028494475592,0.5000009359137074
5,1e-10,5,5.99484250318941e-08,0.001,0,0.5000028494475598,0.5000009359137082
5,1e-10,5,2.1544346900318867e-07,0.001,0,0.5000028494475615,0.5000009359137111
5,1e-10,5,7.742636826811278e-07,0.001,0,0.5000028494475676,0.5000009359137211
5,1e-10,5,2.782559402207126e-06,0.001,0,0.5000028494475899,0.5000009359137573
5,1e-10,5,1e-05,0.001,0,0.5000028494476698,0.5000009359138873
5,1.7782794100389228e-09,5,1e-10,0.001,0,0.5000581220503545,0.5000179314416213
5,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,0.5000581220503545,0.5000179314416214
5,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,0.5000581220503548,0.5000179314416217
5,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,0.5000581220503555,0.5000179314416228
5,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,0.5000581220503583,0.5000179314416268
5,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,0.5000581220503681,0.500017931441641
5,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,0.5000581220504036,0.5000179314416924
5,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,0.500058122050531,0.5000179314418771
5,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,0.5000581220509889,0.5000179314425408
5,1.7782794100389228e-09,5,1e-05,0.001,0,0.5000581220526342,0.5000179314449259
5,3.162277660168379e-08,5,1e-10,0.001,0,0.5033897572512805,0.5007262612842996
5,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,0.5033897572512842,0.5007262612843021
5,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,0.5033897572512972,0.5007262612843105
5,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,0.5033897572513437,0.5007262612843407
5,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,0.5033897572515108,0.5007262612844496
5,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,0.5033897572521115,0.5007262612848408
5,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,0.5033897572542706,0.5007262612862465
5,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,0.5033897572620298,0.5007262612912986
5,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,0.5033897572899148,0.5007262613094545
5,3.162277660168379e-08,5,1e-05,0.001,0,0.5033897573901278,0.500726261374704
5,5.62341325190349e-07,5,1e-10,0.001,0,1.3053694055630014,0.6417428519760018
5,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,1.3053694055638718,0.6417428519763029
5,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,1.3053694055669995,0.6417428519773855
5,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,1.3053694055782417,0.6417428519812756
5,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,1.3053694056186418,0.6417428519952565
5,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,1.3053694057638328,0.6417428520455007
5,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,1.305369406285623,0.6417428522260699
5,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,1.305369408160838,0.6417428528750013
5,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,1.3053694149000117,0.6417428552071406
5,5.62341325190349e-07,5,1e-05,0.001,0,1.30536943911935,0.641742863588416
5,1e-05,5,1e-10,0.001,0,250.43246113091232,43.759108929405045
5,1e-05,5,3.593813663804626e-10,0.001,0,250.43246113122487,43.759108929516714
5,1e-05,5,1.2915496650148826e-09,0.001,0,250.43246113234866,43.75910892991805
5,1e-05,5,4.641588833612773e-09,0.001,0,250.43246113638722,43.759108931360316
5,1e-05,5,1.6681005372000592e-08,0.001,0,250.4324611509012,43.759108936543605
5,1e-05,5,5.99484250318941e-08,0.001,0,250.43246120306094,43.75910895517137
