degree,gamma,k_fold,lambda,precision,seed,avg_mse_te,avg_mse_tr
5,1e-05,5,2.1544346900318867e-07,0.001,0,250.4324613905141,43.759109022116085
5,1e-05,5,7.742636826811278e-07,0.001,0,250.4324620641853,43.759109262702914
5,1e-05,5,2.782559402207126e-06,0.001,0,250.43246448523408,43.759110127327155
5,1e-05,5,1e-05,0.001,0,250.4324731860343,43.75911323462658
6,1e-10,5,1e-10,0.001,0,0.5001724382180762,0.5000424158473171
6,1e-10,5,3.593813663804626e-10,0.001,0,0.5001724382180761,0.500042415847317
6,1e-10,5,1.2915496650148826e-09,0.001,0,0.5001724382180759,0.5000424158473167
6,1e-10,5,4.641588833612773e-09,0.001,0,0.5001724382180748,0.5000424158473155
6,1e-10,5,1.6681005372000592e-08,0.001,0,0.5001724382180709,0.5000424158473114
6,1e-10,5,5.99484250318941e-08,0.001,0,0.5001724382180571,0.5000424158472966
6,1e-10,5,2.1544346900318867e-07,0.001,0,0.5001724382180073,0.5000424158472433
6,1e-10,5,7.742636826811278e-07,0.001,0,0.5001724382178285,0.5000424158470517
6,1e-10,5,2.782559402207126e-06,0.001,0,0.5001724382171857,0.5000424158463631
6,1e-10,5,1e-05,0.001,0,0.500172438214876,0.5000424158438889
6,1.7782794100389228e-09,5,1e-10,0.001,0,0.5156545673278471,0.5023342746022454
6,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,0.5156545673278488,0.5023342746022447
6,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,0.5156545673278551,0.5023342746022422
6,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,0.5156545673278773,0.5023342746022333
6,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,0.515654567327957,0.502334274602201
6,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,0.5156545673282436,0.5023342746020852
6,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,0.5156545673292734,0.502334274601669
6,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,0.5156545673329747,0.502334274600173
6,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,0.5156545673462758,0.5023342745947965
6,1.7782794100389228e-09,5,1e-05,0.001,0,0.5156545673940782,0.502334274575475
6,3.162277660168379e-08,5,1e-10,0.001,0,4.737747770766866,1.0473788950865268
6,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,4.737747770768754,1.0473788950869254
6,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,4.737747770775546,1.0473788950883585
6,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,4.737747770799952,1.0473788950935086
6,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,4.737747770887661,1.047378895112016
6,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,4.7377477712028675,1.0473788951785292
6,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,4.737747772335665,1.047378895417565
6,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,4.737747776406727,1.0473788962766146
6,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,4.737747791037366,1.0473788993638788
6,3.162277660168379e-08,5,1e-05,0.001,0,4.737747843617158,1.0473789104589337
6,5.62341325190349e-07,5,1e-10,0.001,0,1326.653709254201,170.50456472988802
6,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,1326.6537092548006,170.5045647300159
6,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,1326.653709256955,170.5045647304754
6,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,1326.6537092646968,170.50456473212668
6,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,1326.653709292521,170.50456473806108
6,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,1326.653709392515,170.50456475938816
6,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,1326.6537097518733,170.5045648360338
6,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,1326.65371104334,170.50456511148377
6,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,1326.6537156846352,170.50456610139992
6,5.62341325190349e-07,5,1e-05,0.001,0,1326.6537323645816,170.50456965897425
6,1e-05,5,1e-10,0.001,0,419109.47851993074,53705.55003315592
6,1e-05,5,3.593813663804626e-10,0.001,0,419109.4785201198,53705.55003319138
6,1e-05,5,1.2915496650148826e-09,0.001,0,419109.47852079966,53705.55003331877
6,1e-05,5,4.641588833612773e-09,0.001,0,419109.47852324275,53705.55003377658
6,1e-05,5,1.6681005372000592e-08,0.001,0,419109.47853202315,53705.5500354218
6,1e-05,5,5.99484250318941e-08,0.001,0,419109.47856357833,53705.550041334536
6,1e-05,5,2.1544346900318867e-07,0.001,0,419109.4786769814,53705.550062583716
6,1e-05,5,7.742636826811278e-07,0.001,0,419109.4790845308,53705.55013894934
6,1e-05,5,2.782559402207126e-06,0.001,0,419109.4805491876,53705.550413393175
6,1e-05,5,1e-05,0.001,0,419109.4858128917,53705.55139969327
7,1e-10,5,1e-10,0.001,0,0.5797105388276689,0.5082178344075694
7,1e-10,5,3.593813663804626e-10,0.001,0,0.5797105388276738,0.5082178344075708
7,1e-10,5,1.2915496650148826e-09,0.001,0,0.5797105388276913,0.5082178344075766
7,1e-10,5,4.641588833612773e-09,0.001,0,0.5797105388277546,0.5082178344075976
7,1e-10,5,1.6681005372000592e-08,0.001,0,0.579710538827982,0.5082178344076722
7,1e-10,5,5.99484250318941e-08,0.001,0,0.5797105388287992,0.508217834407941
7,1e-10,5,2.1544346900318867e-07,0.001,0,0.579710538831736,0.5082178344089064
7,1e-10,5,7.742636826811278e-07,0.001,0,0.5797105388422901,0.5082178344123766
7,1e-10,5,2.782559402207126e-06,0.001,0,0.5797105388802201,0.5082178344248475
7,1e-10,5,1e-05,0.001,0,0.5797105390165332,0.5082178344696654
7,1.7782794100389228e-09,5,1e-10,0.001,0,23.994685120462574,2.6789633098337937
7,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,23.99468512046402,2.67896330983412
7,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,23.99468512046917,2.67896330983529
7,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,23.994685120487702,2.6789633098394954
7,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,23.99468512055432,2.678963309854608
7,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,23.994685120793704,2.6789633099089225
7,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,23.99468512165407,2.6789633101041193
7,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,23.994685124745995,2.6789633108056146
7,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,23.99468513585785,2.6789633133266637
7,1.7782794100389228e-09,5,1e-05,0.001,0,23.99468517579178,2.6789633223868443
7,3.162277660168379e-08,5,1e-10,0.001,0,7399.726828298349,682.0845745622366
7,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,7399.72682829883,682.0845745623703
7,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,7399.726828300566,682.08457456285
7,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,7399.726828306802,682.0845745645742
7,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,7399.726828329219,682.0845745707705
7,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,7399.726828409786,682.0845745930393
7,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,7399.726828699331,682.0845746730695
7,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,7399.726829739906,682.0845749606827
7,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,7399.72683347951,682.0845759943105
7,3.162277660168379e-08,5,1e-05,0.001,0,7399.726846918969,682.084579708977
7,5.62341325190349e-07,5,1e-10,0.001,0,2339296.854930969,215403.42903936486
7,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,2339296.8549311208,215403.42903940708
7,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,2339296.85493167,215403.42903955877
7,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,2339296.8549336423,215403.42904010342
7,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,2339296.8549407334,215403.429042061
7,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,2339296.8549662144,215403.4290490962
7,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,2339296.8550577946,215403.42907437956
7,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,2339296.8553869138,215403.4291652431
7,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,2339296.8565697037,215403.42949178978
7,5.62341325190349e-07,5,1e-05,0.001,0,2339296.860820428,215403.43066533774
7,1e-05,5,1e-10,0.001,0,739722571.1281798,68112343.1987009
7,1e-05,5,3.593813663804626e-10,0.001,0,739722571.128228,68112343.19871424
7,1e-05,5,1.2915496650148826e-09,0.001,0,739722571.1284022,68112343.1987622
7,1e-05,5,4.641588833612773e-09,0.001,0,739722571.1290263,68112343.1989344
7,1e-05,5,1.6681005372000592e-08,0.001,0,739722571.1312681,68112343.1995534
7,1e-05,5,5.99484250318941e-08,0.001,0,739722571.1393265,68112343.20177802
7,1e-05,5,2.1544346900318867e-07,0.001,0,739722571.1682861,68112343.20977272
7,1e-05,5,7.742636826811278e-07,0.001,0,739722571.2723625,68112343.23850425
7,1e-05,5,2.782559402207126e-06,0.001,0,739722571.6463932,68112343.34176002
7,1e-05,5,1e-05,0.001,0,739722572.9905907,68112343.712842
8,1e-10,5,1e-10,0.001,0,132.39101616017027,9.533574739298436
8,1e-10,5,3.593813663804626e-10,0.001,0,132.39101616017413,9.533574739298885
8,1e-10,5,1.2915496650148826e-09,0.001,0,132.39101616018775,9.533574739300477
8,1e-10,5,4.641588833612773e-09,0.001,0,132.3910161602368,9.533574739306204
8,1e-10,5,1.6681005372000592e-08,0.001,0,132.39101616041344,9.533574739326806
8,1e-10,5,5.99484250318941e-08,0.001,0,132.39101616104801,9.533574739400827
8,1e-10,5,2.1544346900318867e-07,0.001,0,132.39101616332854,9.53357473966683
8,1e-10,5,7.742636826811278e-07,0.001,0,132.39101617152448,9.533574740622809
8,1e-10,5,2.782559402207126e-06,0.001,0,132.391016200979,9.533574744058429
8,1e-10,5,1e-05,0.001,0,132.39101630683336,9.5335747564054
8,1.7782794100389228e-09,5,1e-10,0.001,0,41631.25019966413,2842.4341430797967
8,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,41631.25019966532,2842.434143079938
8,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,41631.25019966963,2842.4341430804457
8,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,41631.250199685215,2842.434143082269
8,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,41631.25019974106,2842.4341430888226
8,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,41631.25019994189,2842.4341431123803
8,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,41631.250200663584,2842.4341431970342
8,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,41631.25020325721,2842.434143501269
8,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,41631.25021257822,2842.4341445946293
8,1.7782794100389228e-09,5,1e-05,0.001,0,41631.25024607624,2842.434148523966
8,3.162277660168379e-08,5,1e-10,0.001,0,13163431.914777413,898437.051788268
8,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,13163431.914777784,898437.0517883122
8,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,13163431.914779155,898437.0517884704
8,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,13163431.914784072,898437.0517890399
8,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,13163431.914801748,898437.0517910836
8,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,13163431.91486525,898437.0517984311
8,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,13163431.91509347,898437.051824835
8,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,13163431.915913645,898437.0519197261
8,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,13163431.918861229,898437.0522607474
8,3.162277660168379e-08,5,1e-05,0.001,0,13163431.929454286,898437.0534863136
8,5.62341325190349e-07,5,1e-10,0.001,0,4162612062.941317,284106324.6495509
8,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,4162612062.9414377,284106324.6495613
8,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,4162612062.9418726,284106324.6495988
8,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,4162612062.9434233,284106324.6497329
8,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,4162612062.949008,284106324.6502152
8,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,4162612062.9690776,284106324.6519487
8,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,4162612063.041202,284106324.65817857
8,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,4162612063.3004026,284106324.6805677
8,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,4162612064.2319326,284106324.7610298
8,5.62341325190349e-07,5,1e-05,0.001,0,4162612067.579673,284106325.05019635
8,1e-05,5,1e-10,0.001,0,1316298648428.172,89850167531.72253
8,1e-05,5,3.593813663804626e-10,0.001,0,1316298648428.2095,89850167531.70584
8,1e-05,5,1.2915496650148826e-09,0.001,0,1316298648428.3447,89850167531.64592
8,1e-05,5,4.641588833612773e-09,0.001,0,1316298648428.8306,89850167531.43054
8,1e-05,5,1.6681005372000592e-08,0.001,0,1316298648430.5774,89850167530.6564
8,1e-05,5,5.99484250318941e-08,0.001,0,1316298648436.8535,89850167527.87436
8,1e-05,5,2.1544346900318867e-07,0.001,0,1316298648459.408,89850167517.87625
8,1e-05,5,7.742636826811278e-07,0.001,0,1316298648540.4656,89850167481.9448
8,1e-05,5,2.782559402207126e-06,0.001,0,1316298648831.7715,89850167352.81378
8,1e-05,5,1e-05,0.001,0,1316298649878.6702,89850166888.74121
9,1e-10,5,1e-10,0.001,0,237076.64050662596,11889.51276339925
9,1e-10,5,3.593813663804626e-10,0.001,0,237076.6405066269,11889.512763399434
9,1e-10,5,1.2915496650148826e-09,0.001,0,237076.64050663036,11889.5127634001
9,1e-10,5,4.641588833612773e-09,0.001,0,237076.64050664223,11889.512763402487
9,1e-10,5,1.6681005372000592e-08,0.001,0,237076.6405066855,11889.512763411058
9,1e-10,5,5.99484250318941e-08,0.001,0,237076.6405068409,11889.512763441873
9,1e-10,5,2.1544346900318867e-07,0.001,0,237076.64050739884,11889.51276355262
9,1e-10,5,7.742636826811278e-07,0.001,0,237076.64050940378,11889.512763950606
9,1e-10,5,2.782559402207126e-06,0.001,0,237076.64051660977,11889.512765380916
9,1e-10,5,1e-05,0.001,0,237076.64054250746,11889.512770521196
9,1.7782794100389228e-09,5,1e-10,0.001,0,74966933.44045557,3759063.2012230866
9,1.7782794100389228e-09,5,3.593813663804626e-10,0.001,0,74966933.44045587,3759063.201223146
9,1.7782794100389228e-09,5,1.2915496650148826e-09,0.001,0,74966933.44045693,3759063.2012233557
9,1.7782794100389228e-09,5,4.641588833612773e-09,0.001,0,74966933.44046073,3759063.201224109
9,1.7782794100389228e-09,5,1.6681005372000592e-08,0.001,0,74966933.4404744,3759063.2012268193
9,1.7782794100389228e-09,5,5.99484250318941e-08,0.001,0,74966933.44052348,3759063.2012365623
9,1.7782794100389228e-09,5,2.1544346900318867e-07,0.001,0,74966933.4406999,3759063.2012715717
9,1.7782794100389228e-09,5,7.742636826811278e-07,0.001,0,74966933.44133405,3759063.2013973896
9,1.7782794100389228e-09,5,2.782559402207126e-06,0.001,0,74966933.44361287,3759063.2018495565
9,1.7782794100389228e-09,5,1e-05,0.001,0,74966933.45180248,3759063.203474573
9,3.162277660168379e-08,5,1e-10,0.001,0,23706568045.49644,1188709702.0810678
9,3.162277660168379e-08,5,3.593813663804626e-10,0.001,0,23706568045.49653,1188709702.0810857
9,3.162277660168379e-08,5,1.2915496650148826e-09,0.001,0,23706568045.496864,1188709702.081152
9,3.162277660168379e-08,5,4.641588833612773e-09,0.001,0,23706568045.498055,1188709702.0813906
9,3.162277660168379e-08,5,1.6681005372000592e-08,0.001,0,23706568045.502384,1188709702.0822477
9,3.162277660168379e-08,5,5.99484250318941e-08,0.001,0,23706568045.517914,1188709702.0853283
9,3.162277660168379e-08,5,2.1544346900318867e-07,0.001,0,23706568045.573708,1188709702.0963993
9,3.162277660168379e-08,5,7.742636826811278e-07,0.001,0,23706568045.77421,1188709702.136185
9,3.162277660168379e-08,5,2.782559402207126e-06,0.001,0,23706568046.494835,1188709702.2791705
9,3.162277660168379e-08,5,1e-05,0.001,0,23706568049.084625,1188709702.7930374
9,5.62341325190349e-07,5,1e-10,0.001,0,7496662181408.73,375902240650.00214
9,5.62341325190349e-07,5,3.593813663804626e-10,0.001,0,7496662181408.757,375902240650.00793
9,5.62341325190349e-07,5,1.2915496650148826e-09,0.001,0,7496662181408.862,375902240650.02905
9,5.62341325190349e-07,5,4.641588833612773e-09,0.001,0,7496662181409.244,375902240650.10443
9,5.62341325190349e-07,5,1.6681005372000592e-08,0.001,0,7496662181410.612,375902240650.3757
9,5.62341325190349e-07,5,5.99484250318941e-08,0.001,0,7496662181415.519,375902240651.34955
9,5.62341325190349e-07,5,2.1544346900318867e-07,0.001,0,7496662181433.161,375902240654.8504
9,5.62341325190349e-07,5,7.742636826811278e-07,0.001,0,7496662181496.568,375902240667.4321
9,5.62341325190349e-07,5,2.782559402207126e-06,0.001,0,7496662181724.449,375902240712.6481
9,5.62341325190349e-07,5,1e-05,0.001,0,7496662182543.41,375902240875.14624
9,1e-05,5,1e-10,0.001,0,2369369530779951.0,119190732107924.17
9,1e-05,5,3.593813663804626e-10,0.001,0,2369369530779968.0,119190732107970.16
9,1e-05,5,1.2915496650148826e-09,0.001,0,2369369530780035.0,119190732108135.44
9,1e-05,5,4.641588833612773e-09,0.001,0,2369369530780267.0,119190732108729.27
9,1e-05,5,1.6681005372000592e-08,0.001,0,2369369530781107.5,119190732110863.61
9,1e-05,5,5.99484250318941e-08,0.001,0,2369369530784122.0,119190732118533.94
9,1e-05,5,2.1544346900318867e-07,0.001,0,2369369530794959.5,119190732146099.8
9,1e-05,5,7.742636826811278e-07,0.001,0,2369369530833908.0,119190732245166.27
9,1e-05,5,2.782559402207126e-06,0.001,0,2369369530973878.5,119190732601192.7
9,1e-05,5,1e-05,0.001,0,2369369531476910.5,119190733880685.88
