degree,k_fold,lambda,seed,avg_mse_te,avg_mse_tr,avg_n_err_te,avg_n_err_tr,avg_ridge_norm_te,avg_ridge_norm_tr,avg_total_loss_te,avg_total_loss_tr,w
-2,4,1e-08,0,0.5874411286965965,0.2799233512779024,0.20043909578793298,0.19932328653258888,1.7492111618865367e-07,1.7492111618865367e-07,0.5874413036177126,0.2799235261990186,0.029261116843312424|0.1293760856163872|0.05001491858846857|-0.11498221875175907|-0.026994904111288645|-1.0386196238756145|0.17097098900969307|-0.17415249448063383|0.4712992121215844|0.3852094252196712|0.12386269147311284|0.18996246809167913|0.4391022016925805|9.467122854377978|-0.5454586761686104|1.634471660258508|0.043487882681529984|0.03208310994117023|-0.03466017918927404|-3.5520158427604698|0.38963228477539197|0.008320096795935032|0.13653717654997788|0.0027145077867617696|0.0008507953856306703|-6.864803670331296|-0.5441498581745376|-0.0032327748544686103|0.13398986056062917|0.00012081511326201903|-0.0004093825035032906|-0.10585176406836824|0.013178974932305293|-0.008414789325099876|0.0021079278229154228|0.04306036106268448|-0.0098784032092611|-0.011627154348630353|0.03723287222004855|-0.26282161150221567|-0.19843990219395766|0.17327276738868858|-0.32204578060931394|-0.023456789327839924|0.015095679293533858|0.0966772639874899|0.00717082637400427|0.017555826652656155|0.19356950874426226|0.004878024030691982|0.016359547905189745|0.045104002207223326|-0.013828969868958794|-0.00825775395787271|0.019999853836097748|-1.4000276893903583|0.007985089530083683|1.382127231018801|0.3491458416625006|0.10090992181555707|0.006861391754981707|-0.2569883050441335|-0.025605185620460248|-0.012161243119848487|-0.21681635629605606|0.010344123565240197|-0.004262476425848382|0.018851655848372992|-0.007169213247726352|0.012532886444537032|-0.3974007943619176|-0.1942035962680872|0.40294351086852354|-0.34171725867498576|0.23899491346228777|-0.002749294179051316|0.19128678796287443|-0.008683972338568845|-0.01177682162980288|0.019832183798075394|-0.00647541470743591|-0.013707440064431878|0.05723103629212725|0.0008439430773444787|-0.020786588094339385|0.47904616144719686|-0.8907454175880591|-0.14034355322951378|1.3479502368753984|-0.3588300044752099|-0.04331165524666698|-1.1321695151870905|0.3894107562154381|0.22396725361389686|0.55205350765399|0.7627036928217964|-0.11724858980800378|0.9848050281297318|0.07874129651948819|-0.40476446719372033|0.400105077829342|-0.20448662798698772|-0.0034691195935006107|-0.19500043087844413|-0.002610066853624699|0.0005566863592061203|-0.09021256620356977|0.00035683950050511973|-0.0005558823961412652|-0.10047509988241511|0.010341388922466598|0.02148495230193015|-0.11611512959092321|-1.355778633888701|0.3703787495591486|0.21136710492841654|1.1266413670197486|-0.3928236530102561|-3.350279077274365e-05|-0.5583200168171788|-0.7599488712589244|0.1215197413208087|-0.974590261745567|-0.06827347812225702|-3.027271290663313|0.1737767988939493|-0.38451093866928876|-0.35676307629758386|-0.15183418762593706|1.2348533352144409|-0.15213568289363244|0.06498444172827698|-0.12187289351533577|-0.005196611977995827|0.0799425763953727|-0.017469653553344226|2.5686290749490306|-0.0008968048797108374|-0.007603230529316363|1.7582631877606643|0.009872571868799692|0.0004089871905612937|-0.01708649198742227|0.005908943828532999|-0.044839797828969255|-0.15091363098482813|-0.0010472155380749112|0.0038275948579554733|-0.08589962549232004|-0.0020253391546212317|-0.0008362750846222717|0.006356190360388517|-0.005547287377248056|0.0035329701869203237|0.21993630720924087|0.08405182587319344|-0.01755172419729356|0.10949516214347504|-0.047748095262724694|0.049079878978587406|0.004821105244662154|-0.06293203057225269|-0.0006540687176374642|0.24472274223533266|-0.35820980364645444|-0.0027334619440085935|0.009548175086455198|-7.097773246957041e-05|0.001091119771077242|0.10961636281779624|0.004174326921667117|0.005806424912081638|0.007923676585249794|0.009413246715671434|-0.005341006170827731|0.0837207012345077|-0.042331127620979354|0.05900399108636636|0.004840305030850667|-0.024013131131300006|0.004034934749466321|-0.011318364347956099|0.0005772413931964847|-0.00026095628290945125|0.004368276710991275|0.005178454716936823|-0.0011044587421189308|0.005453871608236432|-0.008205016318316181|0.0016444939146921236
-2,4,1e-07,0,0.5982425745470509,0.27993892646654656,0.20046620046620048,0.1992961818543214,8.607303131510173e-07,8.607303131510173e-07,0.598243435277364,0.27993978719685964,-0.16386926839354804|0.12952058871009314|0.05020975684355008|-0.11538170808432252|-0.02714153730138989|-1.03741802636842|0.1713193417546942|-0.10489797552950215|0.43826971202118137|0.3852260375196539|0.12394124533982404|0.12071319407849287|0.4164792574244027|2.7209117006328647|-0.3796678844686128|0.8953012548106907|0.043949769545841164|0.03231907310672572|-0.034745234535433545|-0.02218885987395131|-0.29486373509639613|0.008312574154438472|0.13600284574849053|0.0027102338263380182|0.000865611578560635|-2.1112411879792488|-0.2811318663498128|-0.0031978690163318325|0.13341038402319505|0.00011894087091842406|-0.00039901434423987353|-0.1054172576833119|0.013213443845757254|-0.008485964381898352|0.002120508946861089|0.04315243051060368|-0.009890635180688643|-0.012439779353328686|0.036642973937725906|-0.2885269727070907|-0.19814765884747965|0.1985582550774488|-0.3549680618742339|-0.023060166836036948|0.014995572439892538|0.11837706396338547|0.007201565253949219|0.01772777379303518|0.2142496963675724|0.004872766450446261|0.01643546564395308|0.04574558204027916|-0.013978930382333978|-0.008080917806859406|0.021224197590533674|-1.3588971887984684|0.007668080069344658|1.3412497847704705|0.28396971184672437|0.10142674320442752|0.006795031829941853|-0.2150830499622245|-0.025543794756240412|-0.01204133497974948|-0.17701750432812594|0.010217177878543208|-0.004273169956305577|0.01883302055101006|-0.007171596944665161|0.01240345395458525|-0.3705514634331059|-0.194558257243438|0.3766295154594631|-0.2716715683838034|0.23855638004325364|-0.00245184558364951|0.14615136681753144|-0.00877130399058458|-0.01195344567160193|-0.024227502295667364|-0.006478272705304512|-0.013781213342752039|0.05618874280200494|0.0009638779742547638|-0.02098891383851252|0.46461938264242275|-0.8351534641614318|-0.11104709634711257|1.2118948600939063|-0.22329313834334974|-0.06283408851076891|-1.108432228998816|0.3099794679595742|0.2226908083697282|0.4581307123968953|0.7912117294000713|-0.11217950371485784|0.936674259529005|0.03979512651214284|-0.3904824959415527|0.5644098667876137|-0.20451279273375234|-0.0036832065785342358|-0.29891468554009565|-0.002567601435126749|0.0005564073367224497|-0.19312505470996866|0.00033424062358519143|-0.0005666541374033196|-0.10015637651594622|0.010365295279943806|0.02147707429398944|-0.10003718632356495|-1.2200006703267454|0.23526086006309088|0.2022694150061714|1.1029660354511568|-0.31362677645478876|-0.02745038764096834|-0.46473629264080896|-0.7883337317347361|0.11638673929463399|-0.9266215314565559|-0.029509675946544016|-0.743613524504157|0.05810569673911557|0.5959407251867691|-0.3517956952406957|-0.1513610285617702|0.7121449833315068|-0.11559374101975074|0.052207033494299164|-0.038319606026561516|-0.01908470336822206|0.15213044519192717|-0.017430439512204143|0.8222696700821628|-0.0009264223892309151|-0.007630638808238641|0.32683526439758104|0.009749418566950021|0.0004892374645582263|-0.017684315836428672|0.006090639707595816|-0.045296390529523285|-0.07790291515646411|-0.0010372497239053992|0.0038216643572826885|-0.013508718446843274|-0.0020248625475822618|-0.0008453188634126823|0.006463574586025936|-0.005546690595216579|0.0035489830502962666|0.21684437163452433|0.08384247552318767|-0.43394146044589693|0.08624718734050105|-0.03954881989633421|-0.004331759300283372|0.013726131752989363|-0.10898070363247336|-0.0006470468148953253|0.24161776906932794|-0.3571067458523879|-0.0027324750941073598|0.009554713563552477|-7.409873181678825e-05|0.001119954753707951|0.10932447890122196|0.004148890554748693|0.005785766075732841|0.00786152892513631|0.009402052705032377|-0.005351888514438224|0.06098660195547767|-0.0343514120508148|0.007560652980750822|0.013368951588025884|-0.06879810693433808|0.004031806599389787|-0.01122222995350009|0.0005887520401662513|-0.00028822731047859314|0.004365915291456115|0.005160935904291824|-0.0011309520270514379|0.005466447187928396|-0.008034039304068489|0.0016300744712524707
-2,4,1e-06,0,0.4832669463024638,0.27995736405748073,0.2006017238575378,0.19934587376447843,4.613322370436338e-06,4.613322370436338e-06,0.48327155962483426,0.2799619773798512,-0.30976606403500795|0.12940868294752286|0.05047514482313464|-0.11526646414615285|-0.026426738929537875|-1.0336895377028945|0.1721222536404732|-0.0519422977639246|0.26536347121228043|0.38477729876598327|0.12422912518488033|0.06775127043470709|0.22689795132233553|0.6232993977950197|-0.2607628683443801|0.31761215982191504|0.04305184883949259|0.03263215005982926|-0.03486009705313769|0.7307706867304379|-0.4705721446778797|0.008372888354328145|0.134554151666413|0.002704792343084542|0.0008464912996753162|-0.38740565049856096|-0.12977267794762729|-0.0031582241521554933|0.1318339604702713|8.029983934091254e-05|-0.00043085963101098046|-0.10526371348250804|0.013427504904946761|-0.008632564181473262|0.0021006556526387424|0.043145306460932696|-0.009900598970392544|-0.01099313094953032|0.03570610579589331|-0.20852130802336388|-0.19733164987428894|0.11900127951414133|-0.3447014939349639|-0.0221511005683537|0.015217387717793074|0.11464950049286703|0.007158961745638963|0.017629703863423978|0.20654270751628673|0.004918185233549761|0.01648341347146291|0.04498922355139783|-0.014021749286199281|-0.007895104920104621|0.019840976359513953|-0.9202784291828343|0.007425382274191885|0.9040179280793963|0.2645328394733032|0.09913229002328641|0.006868548372045548|-0.20313204300935908|-0.025297819587285712|-0.011950889899827444|-0.16421449902321433|0.01002689114848565|-0.004356638970736685|0.017997785984430217|-0.007037812265298346|0.01252349556810917|-0.41318401676040617|-0.19592066083730914|0.4190607349281808|-0.20306852261991604|0.23755197539789635|-0.0025083291172095625|0.09956608490323943|-0.008801857472650672|-0.011915425195845701|-0.06645876156185279|-0.006543763909029338|-0.01383358244766214|0.056808750578079395|0.0009858727039127127|-0.021168526059260177|0.26045870004916316|-0.47276802082972913|-0.16637170661480571|0.7794671914265229|0.04674114202255275|-0.07902193534879678|-0.7667491995716842|0.20420510346760598|0.1214297523704464|0.2442922201453116|0.6361597713443081|-0.08925988806924641|0.5421675855477689|-0.07160119272654955|-0.1872423929640169|0.5235233285608358|-0.20470958987222734|-0.0038606929698389077|-0.2731786896122934|-0.002491298310157787|0.0005867252500544795|-0.16698941381036472|0.0003362401874342257|-0.0005486618456535138|-0.09988366884843056|0.010419651135923583|0.02142983346895826|-0.024983784969227204|-0.789049938317635|-0.033836667673891034|0.20577038523268812|0.7623949521346927|-0.20811983233875653|0.061098070807405175|-0.2516006771111078|-0.6337525253900802|0.09368343141614141|-0.5334279684118266|0.08154150941038775|0.08715463324970141|0.016804993833505817|0.7983200092567917|-0.3127909260162074|-0.12693487797178862|0.3947142379885518|-0.11348722514396087|0.04554677854120264|-0.029367109974288746|-0.012379277526892793|0.1654448154165405|-0.017638297240447867|0.05704479628583786|-0.0009938549968210933|-0.0076012379854853585|-0.1909825925378929|0.009782966060420725|0.0005288476737407494|-0.016174837241050163|0.006213950705530669|-0.04537683643275495|-0.05204132318034016|-0.0009985323587473336|0.0037958826712443314|0.012283305911150183|-0.0020463527585693527|-0.0008817311874560678|0.006480813028810274|-0.005573318977989699|0.0035658192169493643|0.19221976150861603|0.06845632699013303|-0.45196690823659014|0.08495818248494949|-0.035317223121733375|-0.009640035740487572|0.009597599133539674|-0.1173494464140196|-0.000618643520079302|0.21712743788709232|-0.3541217530043982|-0.002717398073013959|0.00940997267623615|-9.659945887527247e-05|0.0011499653302339038|0.09402303665594317|0.004111867301374183|0.005778968098466033|0.007733454923699139|0.00939262147154742|-0.005365602217720707|0.059710367771319287|-0.030200070982961506|0.001466075986098967|0.00895765373017984|-0.07706367277191964|0.0040191862358048055|-0.01103533243507628|0.0005970495546688212|-0.0002871071339930423|0.004437568743271078|0.005175360519371732|-0.0011333998378326728|0.005419588573518849|-0.008173186631124495|0.0016119750456563458
-2,4,1e-05,0,0.34681331726120435,0.2800036307415575,0.20076435192714265,0.199467844816682,2.4426295828509028e-05,2.4426295828509028e-05,0.34683774355703284,0.280028057037386,-0.39232370219033386|0.12869101040851266|0.05117149502915671|-0.11485119697684834|-0.025638001668610313|-1.0187401526223658|0.17308481708482254|-0.005686447213362497|0.07492503289123026|0.3830990482485762|0.12511258996955546|0.02147015279723942|0.05230069521940296|0.43037892437545133|-0.17881865672230157|-0.030489737396082427|0.04130521764437692|0.03304111123282547|-0.03500369331408423|0.5022195172497581|-0.35187570541825175|0.008358194675475954|0.12890607975632443|0.0027464382102061523|0.0007118837188353686|-0.025471590359489985|-0.054099967538618565|-0.002876830109660765|0.1255808841013857|3.2819802618299404e-05|-0.0005858743060187081|-0.10503231878070918|0.013664803250796336|-0.008773510101685422|0.0020075532783629634|0.04309894876213861|-0.009845433825410997|-0.009122578218027986|0.034029027993473286|-0.07306141394004127|-0.19593277879705806|-0.015284887765015031|-0.26175931739743735|-0.02034403377845277|0.015209498000965807|0.06726900941158082|0.0069815025038444225|0.01724744282971717|0.15226894513850325|0.005070083128671218|0.016558557237992072|0.04416223230845358|-0.013687767989998708|-0.007407457551589917|0.018500347623217183|-0.3195099822072821|0.006676450435903999|0.3050751026828273|0.2708890516553326|0.09593153945050673|0.006849169327019296|-0.20797747273169392|-0.02487937880640727|-0.011925625764989439|-0.16745271789326102|0.009716635701289328|-0.00453614008329772|0.01713566357805279|-0.006788140077956463|0.012622565565621684|-0.25852967647047703|-0.19859684950668827|0.26470560025000783|-0.0518649080098607|0.23522829706118853|-0.0023739036416851418|-0.00229417840316025|-0.008770427115224484|-0.011662581047877228|-0.16006928178617252|-0.006709131240481178|-0.01394096339469653|0.057198105682325036|0.0006517099781835557|-0.021447396980003943|0.06776136293398528|-0.10795702144622513|-0.16184846936907238|0.23078967553937899|0.2247779935763215|-0.023383376106036836|-0.20574161250727901|0.12893087008964974|0.016915959043457215|0.05253856639126089|0.3231253238374392|-0.05801886143934158|0.09880447969358805|-0.10334531081208823|0.00406351465411528|0.21787576452170948|-0.20465773450976818|-0.00404148217389644|-0.08008412989791223|-0.00232922378435002|0.0006708210467137986|0.025092877272482755|0.0003274463793929724|-0.0004922095543626903|-0.09928442305905705|0.010480136635328229|0.021244503311967235|0.009425816550126568|-0.24186410876438263|-0.21126244219600404|0.12589400777869217|0.20325274956164935|-0.13292186978685794|0.1406861246486158|-0.06048167859928366|-0.3216523509412099|0.06258945727083597|-0.09148939405119334|0.11300735486447494|0.02738989547705946|-0.007247044837253795|0.5580861269522219|-0.22462831918242832|-0.05552529689629192|0.22086999403721558|-0.10412135425940174|0.06806350363015978|-0.05305805575516973|-0.001412665964854956|0.13419852967901041|-0.017932094369887557|-0.052586455915633414|-0.001020790397365496|-0.0076655308954671235|-0.14865251204976965|0.009974000277053512|0.0005052803862565965|-0.01390076118474268|0.0062415138333005386|-0.04569619600764653|-0.0372067242213747|-0.0009411530187219329|0.003748226126678275|0.027354889059347555|-0.002065758369599586|-0.0009453711954156435|0.006654555583102697|-0.005644510405771406|0.0036233402070305824|0.13661369977011595|0.023285602761705576|-0.25199650902809506|0.07922999260351601|-0.04960154294870917|0.006117324356262395|0.0027521355294506636|-0.09776136008993626|-0.0005829395402498336|0.161741070614471|-0.34232809136606906|-0.0026847170522412006|0.009164299132345888|-0.00014515645604088595|0.0011401405142643611|0.04942416751850398|0.004068740272277393|0.005871922695021328|0.007634357488265274|0.009401665723310648|-0.005374407238456321|0.05377077640508773|-0.04427675950267766|0.015367331560040307|0.0019419042389136724|-0.05734844431741752|0.003995376619858907|-0.010716784294530874|0.0005967218190939594|-0.0002470302960444933|0.004620316125768293|0.005282855758950664|-0.001127948729135704|0.005273090987834632|-0.008283540921385106|0.0016177893327546438
-2,4,0.0001,0,0.2943317064271485,0.28010932651416587,0.2006830378923402,0.19956722863699608,0.00015677502539996008,0.00015677502539996008,0.29448848145254847,0.2802661015395659,-0.4030839544402724|0.12255583430574885|0.05059756527679559|-0.1152133603331555|-0.02509806992758344|-0.9236584366454238|0.17000187021617733|0.005075664740036016|0.0008104085948372045|0.37292791783704704|0.1305274582666863|0.010672377112052638|0.02589025353925264|0.3456606164580772|-0.12509500711083332|-0.18176441844761104|0.03362367283072221|0.0342492905679016|-0.03559658516979419|0.3596341936299121|-0.1884152759065431|0.007294048666992171|0.09491278949779797|0.0027955417382061745|5.561818053456043e-05|0.0974144469725452|-0.026727562535356096|-0.001359175785418343|0.08757442741004262|3.0447985697553868e-06|-0.00129142152178006|-0.10377611751616167|0.014014409130016395|-0.008852554589900795|0.0016374437450803708|0.043136055342833025|-0.009779761620355503|-0.0002437068989075478|0.036537767503289874|-0.027606862491228887|-0.19146063085567527|-0.05736407420538651|-0.11820187307192698|-0.01518778927465349|0.01405109815305735|-0.009505590045557653|0.006339467837303053|0.01647087861160213|0.054196487987273556|0.005271833032077398|0.016615621660880747|0.0397207159795624|-0.013306811423463022|-0.0062775569100304365|0.009801111351622167|-0.06635084547499873|0.0055772140761147695|0.05380789941077295|0.187400944685579|0.09642328885183091|0.00639653260908031|-0.15290708457526436|-0.024565406933317407|-0.012108597689450088|-0.11679740890793765|0.009548380353464116|-0.005032400284525828|0.015954728140613272|-0.00659461798866873|0.012063434025113645|-0.05106287542828103|-0.21017024328971737|0.05710452561833467|0.05204471401557527|0.22506605522570589|-0.0020123563672383854|-0.08969119896760153|-0.008344488857465315|-0.01108872063461026|-0.21894624811161414|-0.0067847926183038755|-0.014026740066798035|0.061273251781996885|0.00020360721453494923|-0.021757643245444633|0.04665019271567038|-0.007744724526243138|-0.045089047688694865|0.02176446263625676|0.07821361692136927|0.034153901834253445|-0.027534735958202113|0.03209407926358225|0.018406392934735612|0.018189490301693922|0.08901287030051966|-0.012400781432613077|0.007639695053672452|-0.013356481159727759|0.022452486254608585|0.05888080672114871|-0.20064034910306977|-0.003950012586344605|0.022983763032342223|-0.0021198398492538557|0.000772111139794803|0.12251957146821044|0.00032194210701302396|-0.0005360891605578207|-0.09881430766437024|0.010529631996206549|0.02059268005089706|-0.019172663368278275|-0.031564366628648186|-0.06517388900876442|0.013621838102865607|0.025584661386193655|-0.03615879190165914|0.08088559942608313|-0.026146388149014106|-0.0881635379061662|0.016413309142121517|-0.0006658821605085401|0.02286837658139724|-0.0708075760657654|-0.03633858713142514|0.26813821449474623|-0.08932801924087001|-0.014652227755041693|0.14220371891371647|-0.03356157727721028|0.0813346641165253|-0.0528222145555412|-0.019971292694403068|0.07497028299699846|-0.018977159233852833|-0.06773507944755838|-0.0003659108363064603|-0.007491130696257197|-0.0725617967413322|0.009525961295818761|0.0006458143161999293|-0.01407845809616289|0.006087293614002904|-0.04648730953421605|-0.019298494597982677|-0.0008374221979854648|0.003700726770295877|0.04711530665996054|-0.0021144980903286784|-0.0009849338630193328|0.007171159244749957|-0.005648369889107335|0.003693487543606856|0.05182468012269249|-0.0023290311002709817|-0.051629115840906126|0.03412123072279473|-0.05790481861275077|0.004694611765748705|0.014359500312996898|-0.06132813239880143|-0.0005638297860409557|0.07624246850821444|-0.27068482107384895|-0.0026178123978706285|0.009076490305250701|-0.0001750382487442063|0.0010473312252636952|0.023962536908985282|0.0040169948970139|0.006655353889402452|0.007816990245921588|0.009527752423646039|-0.005424842289319838|0.009875133793681316|-0.05241012553061779|0.015919639238602724|0.013705898839781237|-0.019701902556344082|0.003929258212659917|-0.010507998581034999|0.000603222749909848|-0.000136457353447566|0.00498534283247847|0.005632459708672047|-0.0011486915798682032|0.005152794805483335|-0.007872278191128837|0.0016751095264553911
4,4,1e-08,0,2.154611032985334,0.2825169769952319,0.19680706890009214,0.1960391030158472,6.32001641099516e-08,6.32001641099516e-08,2.154611096185498,0.28251704019539603,0.07583050477643533|0.0021883907369620753|-0.08707341921991926|0.02221639618909471|-0.0015844521382613287|-0.2402089893640306|0.0277345169459566|0.0367219767633039|-0.00527899207231958|-0.4971893130285197|-0.09656247471556126|0.05562078549593441|-0.005447253311615801|0.9379265531168879|4.199765406783268|-0.5842335235875606|0.017726030980590106|0.3715139511535742|0.03232189178940553|-0.011755513183132163|0.0007248166670194955|-0.9909244722930748|-4.1886037691428815|0.6099637123462498|-0.02247471503644232|0.008064679650322943|-0.0013749160332627575|0.0006118538343206855|-2.1074425566783448e-05|0.46756925194176685|-0.10288227463539552|0.04130981222291545|-0.005097169996691133|-0.009202867003411884|-0.22995773161430472|0.20591314213826012|-0.05085670901192169|1.0522174924964824|-0.16416887789699883|0.000538818330934127|0.0011373384881867314|0.001989020107747337|-0.010277729492844213|-6.0825031534294735e-05|-0.005903295563517009|-0.013179783193125613|0.00215330607708257|0.006520831600706371|-0.00024006387537072761|-0.36920563554509994|-0.0266952360649693|0.019128229908139595|-0.0015394298779720919|0.010327746330631743|-0.05383905356795125|-0.0028903332617723964|-0.0007002427788832823|-0.005600761322714967|-0.0049381466176843785|0.001231759833612005|0.0023276150384827004|-0.03368441737267237|0.029827219194024406|-0.010716295624704874|0.000751491420558903|-0.01017230842150808|0.011964216498133857|0.0013955651149654678|-0.0035407205053913857|0.03428151878441567|-0.011103383854058957|0.0037800239413065353|-0.0004317236066504048
4,4,1e-07,0,106.52176391256677,0.28251754417832275,0.19680706890009217,0.1960436204622251,4.548050259211842e-07,4.548050259211842e-07,106.52176436737179,0.2825179989833487,0.07522691139344116|0.002152855574070003|-0.08708718668194601|0.022221400424395216|-0.0015848115799863356|-0.2402399598589488|0.027706163047504784|0.036719527775981545|-0.005278687129556063|-0.49717284364495873|-0.09655032195379566|0.05561847649839237|-0.0054472360962887195|0.5180632111921538|2.8412844579382286|-0.3223435463264163|0.004024496105436224|0.3715236626005009|0.0323240855964094|-0.011755847934728007|0.0007246819073148589|-0.5731406336621512|-2.8390770480392304|0.350508065736445|-0.008910610461956282|0.007823332465179826|-0.001488984775311257|0.0006214183926785428|-2.13003042319599e-05|0.46621498999044975|-0.10261799771422293|0.04125777249574368|-0.005093241037838977|-0.009152981913698316|-0.22996380863723728|0.2058561801560523|-0.050834417924859404|1.0510307510253547|-0.16379769207876843|0.00048095473820350154|0.0011407688418954794|0.0019732976797570117|-0.010275860746058622|-5.549704586200343e-05|-0.005903426007863415|-0.013198882368453176|0.002180686062278536|0.006527901000484162|-0.0002473618836488852|-0.36797199577503326|-0.026770513522235438|0.019140927650507965|-0.0015402536940318959|0.010334606131123556|-0.05384304239314023|-0.0028907659171572126|-0.000699113292859941|-0.005618874984522508|-0.004910797285163728|0.001238209995364024|0.002320199160429355|-0.033658551001034945|0.029838185489459032|-0.010713738945601197|0.000751346679242707|-0.010179615163472181|0.011950731470643697|0.0013974351370513744|-0.003534305156080308|0.03431437521493374|-0.011115258488455026|0.0037825814550096013|-0.00043221864933295855
4,4,1e-06,0,127.24358740557446,0.2825238861306521,0.19675285954355723,0.19607524258687048,2.398624804724962e-06,2.398624804724962e-06,127.24358980419927,0.2825262847554568,0.07169352295514317|0.0020547281433230787|-0.08716419290002562|0.022244856251789607|-0.0015864721556990632|-0.2403296148403145|0.027595192457510364|0.03669938990706896|-0.0052764286694676945|-0.49713781144765246|-0.09651379407887259|0.05562394429298817|-0.005448989675101238|0.19169178802976594|1.1759644613804394|-0.07397434280979893|-0.004531579404511821|0.37153974391210065|0.03233379253218746|-0.011758271098311686|0.0007243471903566778|-0.24818061745975714|-1.1843769689349286|0.1037992389335066|-0.0002939405317865366|0.010017042718715516|-0.0024437623318322127|0.0006857555208378795|-2.267750106348327e-05|0.45487263239207704|-0.10046704897441902|0.040824474589891184|-0.0050575579792193175|-0.008930435010004182|-0.2299520124013722|0.20556050571630982|-0.05072188482858343|1.0384505988799395|-0.16064652167890203|1.2881612895512839e-05|0.0011682014516803305|0.001920070431523114|-0.010267527008859125|-3.8008272556719076e-05|-0.005904830022409452|-0.01326866046112134|0.002279576614377903|0.006554981799561866|-0.00027290980570559886|-0.3604221670436062|-0.027459890159815138|0.01926747190017407|-0.0015480334379568074|0.010357056600285441|-0.053851723233234186|-0.002890659820221659|-0.0006962370437599532|-0.0056841438047706755|-0.00480285021649096|0.0012616272247432496|0.0022906537799461165|-0.033561782689227056|0.029881397667259058|-0.010705051045680626|0.0007506878813204833|-0.010204474479636409|0.011905894713672413|0.001403776875626771|-0.003511681269519563|0.034424291441413894|-0.011157466316447163|0.0037928343041180278|-0.0004341286204578049
4,4,1e-05,0,117.90078523971728,0.2825337185955884,0.1966986501870223,0.19610686471151587,1.3619369361289461e-05,1.3619369361289461e-05,117.90079885908665,0.28254733796494974,0.048303315376008286|0.002079579553190162|-0.0875811536163418|0.022342079326667257|-0.0015932759870722951|-0.24004433749420628|0.027494208412291127|0.036533924983023346|-0.005266474064632488|-0.4972550921291662|-0.09649589069023722|0.05575492470270027|-0.005468114007035268|0.00559068478336454|0.1818225759129145|0.06723451302278095|-0.008825491657014474|0.37140835578570125|0.032381723196302135|-0.011773277028927843|0.0007249141188469334|-0.06289717289560968|-0.19653507012165577|-0.03656449328048808|0.004061088835680865|0.04723722860728194|-0.010112791224676797|0.001134934038358269|-3.164667024766767e-05|0.36902543107663927|-0.08474223212967508|0.037649944161281576|-0.004785105139001721|-0.008233600711282117|-0.22936869506482882|0.20412946572376303|-0.050233509114285424|0.9303312236906526|-0.1362952843163069|-0.0034310387664153244|0.0013647091466475528|0.0018649455253798189|-0.010273422557232886|-1.906312358985183e-05|-0.005901971884316786|-0.013320384746997087|0.0023744713665579164|0.006579700425463076|-0.00029306222156528475|-0.3170240987732596|-0.03273363284520854|0.02031755527541522|-0.0016118147801952182|0.010372851428393259|-0.05384938148659503|-0.002886911464713749|-0.0006987190122466952|-0.005732498337635458|-0.004695407710619114|0.0012797157053302322|0.00226190846987832|-0.03366064444666444|0.02988428646943564|-0.010634323723521043|0.0007440448843010459|-0.010203690946363418|0.011873858116988132|0.0014012849502822323|-0.0034922305686702687|0.03450616268500653|-0.01120585579123567|0.0038011945723332306|-0.0004350227825594252
4,4,0.0001,0,56.15950412537712,0.28256704165950974,0.19676641188269095,0.1961926961926962,9.722144008415141e-05,9.722144008415141e-05,56.15960134681721,0.2826642630995939,-0.03825345891075805|0.0025186800644123267|-0.08905351448563996|0.0227211326031198|-0.0016205234322987767|-0.2384982536159849|0.027549177025764156|0.035834152785064806|-0.005222113192078119|-0.4958654675326711|-0.09677423169374899|0.05619573833618158|-0.005530374809682277|-0.02405490978471088|0.02129421035741709|0.06703693761891594|-0.006837595064964954|0.36970039643862834|0.03233420358023373|-0.011829430203782406|0.0007361424365711316|-0.033452985738200845|-0.03702122856305273|-0.03665174217820476|0.0021544968868359646|0.15713849947097958|-0.037703080266588224|0.0027841473644061587|-6.398549102790419e-05|0.05152721913168282|-0.02579302369751682|0.025511180503938295|-0.0037231362524523465|-0.0024776140800326185|-0.22280864626299013|0.190915896508368|-0.04589285881410366|0.5465967372140335|-0.04655814343551533|-0.016157683111508017|0.002091492765533749|0.0017671239608242006|-0.010285133250815169|1.2953094110450725e-05|-0.005898172431661133|-0.013321459481703456|0.002215700981774596|0.006596242331456763|-0.00024045354724309736|-0.139686552835042|-0.052878637200282255|0.024218314371182624|-0.001849462349781119|0.010387078688361844|-0.05380357562760265|-0.002867801946111282|-0.0007302862999549512|-0.005746312392757631|-0.004777221988607717|0.001287128610942868|0.002264267066283539|-0.034466403381058004|0.029797821927971695|-0.010337527325767008|0.0007186704628409299|-0.010126080684613214|0.01170426783837885|0.001371342993615885|-0.0034284845499440737|0.03455528962636706|-0.01129221858300827|0.003803768027283073|-0.0004331538528638844
